iter	Logloss
521	0.1297856167
522	0.1293260728
523	0.1290750122
524	0.1289435431
525	0.1286505824
526	0.1283274234
527	0.1279065435
528	0.1276420027
529	0.127288318
530	0.1270534159
531	0.1269910365
532	0.1264375333
533	0.1261536953
534	0.1258788899
535	0.1254257433
536	0.125210725
537	0.12483348
538	0.1245849896
539	0.1243288664
540	0.1241038676
541	0.1239319669
542	0.1236887734
543	0.1234001296
544	0.1229496251
545	0.1227398501
546	0.1221827795
547	0.1217943859
548	0.1216814751
549	0.1210501512
550	0.1208779498
551	0.1205898307
552	0.1203696396
553	0.1199086473
554	0.1196016243
555	0.1191912768
556	0.1188546087
557	0.1184451388
558	0.1182364553
559	0.1179204965
560	0.1176543188
561	0.1174278467
562	0.1172387135
563	0.1169915676
564	0.1167120012
565	0.1165612326
566	0.1163151413
567	0.1161213833
568	0.1158716464
569	0.1155426267
570	0.115300207
571	0.1152281908
572	0.1147301168
573	0.1145703768
574	0.1140497912
575	0.1140243492
576	0.1138857429
577	0.1136682869
578	0.1135557082
579	0.1132788103
580	0.1127192523
581	0.1124270502
582	0.1121836165
583	0.111873363
584	0.1116278226
585	0.1112346669
586	0.1110551233
587	0.1107897201
588	0.1103523006
589	0.1100470004
590	0.1098197437
591	0.1095552004
592	0.1094580923
593	0.1092231258
594	0.1089304941
595	0.1087171015
596	0.1085006089
597	0.1082445613
598	0.1080533056
599	0.1079079091
600	0.1076283389
601	0.10743819
602	0.1071372312
603	0.1070248022
604	0.1068482157
605	0.1067056875
606	0.1064689749
607	0.1061607859
608	0.1057830523
609	0.1054799367
610	0.1051747542
611	0.1050984376
612	0.1049738389
613	0.1047166532
614	0.1045683424
615	0.1044095319
616	0.1042567686
617	0.1041925866
618	0.1039098736
619	0.103624594
620	0.1034615315
621	0.1032258062
622	0.1030214386
623	0.1024582366
624	0.1022172139
625	0.1019393188
626	0.1016627805
627	0.101586121
628	0.1012298063
629	0.1009665696
630	0.1007626411
631	0.1005518032
632	0.1002742309
633	0.1000532235
634	0.09982765127
635	0.09974900091
636	0.09954237238
637	0.09938476506
638	0.09923403326
639	0.09900094998
640	0.09850359076
641	0.09826440454
642	0.09784332482
643	0.09766495521
644	0.09738113912
645	0.09712872045
646	0.09694362793
647	0.09670331148
648	0.09656137138
649	0.09636902109
650	0.09620640833
651	0.09587255165
652	0.09569599683
653	0.09555786735
654	0.09514854239
655	0.09501952294
656	0.09482984425
657	0.09462005713
658	0.09440414291
659	0.09400863426
660	0.09393090642
661	0.09368316174
662	0.09360628869
663	0.09342047866
664	0.0932714824
665	0.09297397281
666	0.09271320339
667	0.09243765225
668	0.09229081711
669	0.09190836526
670	0.09160701208
671	0.09136175737
672	0.09121127833
673	0.09103775092
674	0.09092944691
675	0.09081231882
676	0.09061951371
677	0.0903933878
678	0.09026403183
679	0.09008149859
680	0.08993277529
681	0.08969886251
682	0.08948760118
683	0.08930651561
684	0.08907574686
685	0.0890083401
686	0.08873291517
687	0.08845972597
688	0.08836376294
689	0.08813207314
690	0.08793611813
691	0.08782569771
692	0.08761873299
693	0.08731654478
694	0.08710610088
695	0.08691085841
696	0.08657676828
697	0.08613189603
698	0.08601004405
699	0.08590252393
700	0.08563521911
701	0.08531394669
702	0.08512214187
703	0.08491388449
704	0.08445844099
705	0.08433983622
706	0.08401945696
707	0.08363255486
708	0.08355033928
709	0.0832201939
710	0.08314205932
711	0.08289669104
712	0.08279778425
713	0.08250138367
714	0.08218112407
715	0.08202253429
716	0.08191039334
717	0.08177716206
718	0.08165238391
719	0.08145683733
720	0.08127563955
721	0.08116416611
722	0.0809758117
723	0.08077842245
724	0.08066051205
725	0.08029176216
726	0.07989801455
727	0.07962743757
728	0.07941528398
729	0.07927047823
730	0.07898031333
731	0.07878847657
732	0.07861837372
733	0.07843253028
734	0.07819770243
735	0.07792435677
736	0.07775758579
737	0.07758540638
738	0.07737499351
739	0.07720168973
740	0.0769726152
741	0.07668125776
742	0.07646500726
743	0.07621658379
744	0.07601021287
745	0.07585290503
746	0.07568339349
747	0.07546749655
748	0.07534037587
749	0.07519670248
750	0.07506063942
751	0.0749310859
752	0.07475395512
753	0.07445203298
754	0.07434479723
755	0.07423416017
756	0.07407613866
757	0.0738496313
758	0.07371621782
759	0.07350205461
760	0.07334354971
761	0.07316087581
762	0.07310428911
763	0.07289121932
764	0.07271038244
765	0.07248051905
766	0.07231493294
767	0.07219595643
768	0.07201071275
769	0.07175870838
770	0.07127209662
771	0.07102898994
772	0.07090526142
773	0.07067290321
774	0.07056779956
775	0.07045436086
776	0.07026832686
777	0.06999279999
778	0.06987237908
779	0.06972538623
780	0.06943635417
781	0.06931948154
782	0.06911428386
783	0.06890821231
784	0.06877865608
785	0.06852307746
786	0.06840383103
787	0.06818841228
788	0.06787327632
789	0.06766112905
790	0.06748397513
791	0.06737948265
792	0.06722780543
793	0.06702567648
794	0.06687686796
795	0.06669892495
796	0.06633802729
797	0.06610027249
798	0.06592896536
799	0.06568899299
800	0.06547180642
801	0.06505553447
802	0.0649034329
803	0.06472429622
804	0.06448184947
805	0.06434089194
806	0.06419589687
807	0.0640779982
808	0.06384890831
809	0.06374110259
810	0.06365960915
811	0.0635125943
812	0.06330892771
813	0.06316010485
814	0.06302883307
815	0.06272230523
816	0.06251963014
817	0.06243840481
818	0.06222853358
819	0.0620636782
820	0.06196446909
821	0.06179875643
822	0.06155880507
823	0.06143990859
824	0.06126698682
825	0.06102503712
826	0.06087235869
827	0.06074702649
828	0.06056205612
829	0.06040182427
830	0.06029671103
831	0.06023167559
832	0.06010278822
833	0.05981768194
834	0.05968196295
835	0.05948006667
836	0.05935612524
837	0.05909365133
838	0.05889770761
839	0.0587403448
840	0.05866606511
841	0.05854881476
842	0.05833457399
843	0.05817748234
844	0.05784162405
845	0.05773137228
846	0.05761874038
847	0.05735367435
848	0.05714895362
849	0.05691923269
850	0.05686056377
851	0.05667138371
852	0.05649275017
853	0.05624529313
854	0.0560045835
855	0.05583381269
856	0.05558836821
857	0.05542128319
858	0.05522335219
859	0.0550752482
860	0.05487961254
861	0.05473553276
862	0.05458533278
863	0.05442315137
864	0.05428052965
865	0.05416626257
866	0.05399116106
867	0.05380221264
868	0.05360342969
869	0.05342424006
870	0.05328077484
871	0.05312746075
872	0.05298971543
873	0.05280082853
874	0.05259620014
875	0.05245602447
876	0.05229039095
877	0.0521230482
878	0.05197106324
879	0.05178523131
880	0.05159778882
881	0.05147844282
882	0.05137710036
883	0.05116462561
884	0.05094491024
885	0.0507996938
886	0.05067886751
887	0.05051445284
888	0.05040334233
889	0.05030701151
890	0.0501327553
891	0.05000668663
892	0.04983368821
893	0.04970925742
894	0.04959374644
895	0.04932221782
896	0.0491626642
897	0.04903725998
898	0.04892873132
899	0.04868383401
900	0.0484930909
901	0.04833679962
902	0.04822287415
903	0.0480747136
904	0.04794575816
905	0.04784065474
906	0.0477419911
907	0.0475697453
908	0.04738427021
909	0.04727377325
910	0.0471466896
911	0.04699990605
912	0.04686719236
913	0.04670967275
914	0.04662926145
915	0.04648567477
916	0.04636455768
917	0.04619743969
918	0.04608103881
919	0.04591620533
920	0.04576658966
921	0.0456510517
922	0.04545456103
923	0.04525261846
924	0.04515932376
925	0.04499795841
926	0.04486664791
927	0.04475831173
928	0.04462030507
929	0.04436532171
930	0.04423091606
931	0.04415027504
932	0.04403265114
933	0.04390672572
934	0.04378648859
935	0.04367149463
936	0.04351256551
937	0.04335690611
938	0.04328819917
939	0.04316971547
940	0.04304795819
941	0.04290526682
942	0.04277105771
943	0.04266016061
944	0.04254547744
945	0.04239366819
946	0.04228665973
947	0.04214644799
948	0.04203735738
949	0.04190724061
950	0.04176155218
951	0.04159217875
952	0.04145186654
953	0.04134798332
954	0.04114049306
955	0.04100788356
956	0.04092314664
957	0.04079392496
958	0.04068431044
959	0.04057922079
960	0.04042249201
961	0.04031721265
962	0.04022759792
963	0.04012888213
964	0.03998379737
965	0.03989020515
966	0.0397900733
967	0.03964422559
968	0.03950390361
969	0.03937014582
970	0.03920271321
971	0.03902209849
972	0.0388871941
973	0.03878273764
974	0.0386904044
975	0.03858710058
976	0.03846629241
977	0.03827970706
978	0.03811484965
979	0.03798282779
980	0.03792407454
981	0.03779226632
982	0.03765341843
983	0.03754163579
984	0.03741615785
985	0.03726300704
986	0.0371331866
987	0.03701144835
988	0.03693591555
989	0.03678346228
990	0.03665453196
991	0.03649197891
992	0.03638945509
993	0.03628005748
994	0.03615466071
995	0.03603866188
996	0.03591277687
997	0.03580633478
998	0.03568638054
999	0.03560902681
